,gene_ids,feature_types,mito,n_cells,highly_variable,means,dispersions,dispersions_norm
SLC9A1,ENSG00000090020,Gene Expression,False,1688,False,0.7839669806236959,0.4686943800860617,-0.07966609
WDTC1,ENSG00000142784,Gene Expression,False,1022,False,0.41538008029469187,0.26326078150418786,-0.28176004
SYTL1,ENSG00000142765,Gene Expression,False,1483,False,0.6326113561587784,0.2706102506407498,-0.68260485
WASF2,ENSG00000158195,Gene Expression,False,2010,False,1.0020080641532918,0.3668843980366053,-0.6416264
AHDC1,ENSG00000126705,Gene Expression,False,1335,False,0.5634856132094337,0.23987202961004805,-0.39528275
STX12,ENSG00000117758,Gene Expression,False,1354,False,0.5723327610177559,0.31114141121637395,-0.049360346
EYA3,ENSG00000158161,Gene Expression,False,1880,False,0.8742733880694995,0.2533230243433844,-0.89895076
DNAJC8,ENSG00000126698,Gene Expression,False,1051,False,0.4586576718844367,0.44631103711499864,0.6067167
ATP5IF1,ENSG00000130770,Gene Expression,False,1576,False,0.9780636233489889,1.4952202179182075,1.9151251
PHACTR4,ENSG00000204138,Gene Expression,False,2342,False,1.45179434083155,0.6979420187103204,-0.42664587
RCC1,ENSG00000180198,Gene Expression,False,1341,False,0.6013278930143335,0.40910359677836805,0.42612174
TRNAU1AP,ENSG00000180098,Gene Expression,False,1163,False,0.4789036831824369,0.2373020567541036,-0.40775672
TAF12,ENSG00000120656,Gene Expression,False,1017,False,0.40343429633810424,0.21926902267630866,-0.4952842
YTHDF2,ENSG00000198492,Gene Expression,False,1773,False,0.7730952954719374,0.17326479012675103,-0.97891
EPB41,ENSG00000159023,Gene Expression,False,1245,False,0.6082643475613397,0.5576013504121374,1.1468899
SRSF4,ENSG00000116350,Gene Expression,False,2400,False,1.3960257094157074,0.4160449519414634,-0.9211884
PTPRU,ENSG00000060656,Gene Expression,False,1128,False,0.4711988023100519,0.28495988644411036,-0.17643842
PUM1,ENSG00000134644,Gene Expression,False,2479,False,1.5761428410858283,0.42737671715646,-0.90130866
SNRNP40,ENSG00000060688,Gene Expression,False,1221,False,0.48355263949887767,0.12486080666376242,-0.9535163
ZCCHC17,ENSG00000121766,Gene Expression,False,1331,False,0.5564733456718673,0.2723824982706888,-0.23748568
SERINC2,ENSG00000168528,Gene Expression,False,1691,False,0.7828447671285961,0.3335732615679019,-0.4909548
ADGRB2,ENSG00000121753,Gene Expression,False,1013,False,0.4375148047089891,0.3681769927888105,0.22747503
PTP4A2,ENSG00000184007,Gene Expression,False,2323,False,1.4476103277577557,0.779559700535774,-0.28346092
KHDRBS1,ENSG00000121774,Gene Expression,False,2254,False,1.1792313482168126,0.2658312470139654,-1.0255065
KPNA6,ENSG00000025800,Gene Expression,False,1641,False,0.7204376547178561,0.2477769317686212,-0.7521061
TXLNA,ENSG00000084652,Gene Expression,False,1105,False,0.4416664364856745,0.2214042008994499,-0.48492062
HDAC1,ENSG00000116478,Gene Expression,False,1403,False,0.5770884895685515,0.1811289551668796,-0.68040586
BSDC1,ENSG00000160058,Gene Expression,False,1265,False,0.5115083503036356,0.18220697759464846,-0.6751734
ZBTB8OS,ENSG00000176261,Gene Expression,False,1679,False,0.7349043570231496,0.203118145652971,-0.88804084
RBBP4,ENSG00000162521,Gene Expression,False,1858,False,0.8648519844593914,0.26599416217184396,-0.8702386
SYNC,ENSG00000162520,Gene Expression,False,1049,False,0.4133956362583099,0.1839889005532028,-0.6665244
KIAA1522,ENSG00000162522,Gene Expression,False,1979,False,0.9123459157824125,0.2740434476214587,-0.85199934
YARS,ENSG00000134684,Gene Expression,False,1508,False,0.684144720322026,0.4131092862938927,-0.24885888
S100PBP,ENSG00000116497,Gene Expression,False,1731,False,0.7932370883800768,0.2828634456233655,-0.64530796
AK2,ENSG00000004455,Gene Expression,False,1380,False,0.5697665112162589,0.23942062544269824,-0.39747375
PHC2,ENSG00000134686,Gene Expression,False,1387,False,0.5911298907443204,0.2970745208571261,-0.11763725
ZMYM1,ENSG00000197056,Gene Expression,False,1207,False,0.5498576798427488,0.4552421621104589,0.65006596
SFPQ,ENSG00000116560,Gene Expression,False,2498,False,1.5520059145065954,0.3161806912694862,-1.096384
ZMYM4,ENSG00000146463,Gene Expression,False,2127,False,1.1749145675036705,0.5705945524829883,-0.43585023
KIAA0319L,ENSG00000142687,Gene Expression,False,2358,False,1.4653423979695896,0.5008347748831615,-0.77243847
PSMB2,ENSG00000126067,Gene Expression,False,1007,False,0.40743017031249656,0.2593446593207742,-0.30076784
AGO4,ENSG00000134698,Gene Expression,False,1093,False,0.47879657229498584,0.362340260968928,0.1991451
AGO3,ENSG00000126070,Gene Expression,False,2160,False,1.156505719583366,0.41737627592748316,-0.73229706
THRAP3,ENSG00000054118,Gene Expression,False,2319,False,1.2517942446773747,0.38979466351450154,-0.785662
STK40,ENSG00000196182,Gene Expression,False,1204,False,0.5072881598901811,0.34435059291405967,0.11182809
GRIK3,ENSG00000163873,Gene Expression,False,1574,False,1.1002643053106336,1.2605805080117387,1.3834435
MEAF6,ENSG00000163875,Gene Expression,False,1525,False,0.7156260506465598,0.5662568970489732,0.21729976
INPP5B,ENSG00000204084,Gene Expression,False,1399,False,0.6130654215224363,0.3542735884554467,0.15999164
AKIRIN1,ENSG00000174574,Gene Expression,False,1053,False,0.4195708253938539,0.2507275983921469,-0.34259275
MACF1,ENSG00000127603,Gene Expression,False,2482,False,1.631805851520234,0.7284667062290276,-0.6603845
PABPC4,ENSG00000090621,Gene Expression,False,1223,False,0.4939460527048456,0.2560885004086718,-0.31657237
TRIT1,ENSG00000043514,Gene Expression,False,1128,False,0.46120061699466736,0.26164096102088014,-0.28962222
CAP1,ENSG00000131236,Gene Expression,False,1305,False,0.5546365933821455,0.33896173103258304,0.085672006
RLF,ENSG00000117000,Gene Expression,False,2009,False,1.0296094502013666,0.46105999318261914,-0.42822933
ZMPSTE24,ENSG00000084073,Gene Expression,False,1210,False,0.4849638694816126,0.17504879148765848,-0.7099173
NFYC,ENSG00000066136,Gene Expression,False,1361,False,0.5943321250912861,0.2803082493771266,-0.19901621
SCMH1,ENSG00000010803,Gene Expression,False,2420,False,1.5744404705853883,0.6265576164637128,-0.5518782
HIVEP3,ENSG00000127124,Gene Expression,False,2172,False,1.3798058838462812,0.892391857974409,-0.08551525
FOXJ3,ENSG00000198815,Gene Expression,False,2337,False,1.3158271464100209,0.4182781657432474,-0.7305521
CCDC30,ENSG00000186409,Gene Expression,False,1452,True,1.0947597236516242,2.1197647769468047,3.3303113
PPIH,ENSG00000171960,Gene Expression,False,1085,False,0.43185685992006223,0.18740980314831765,-0.6499203
YBX1,ENSG00000065978,Gene Expression,False,1212,False,0.5723681842829121,0.6081402929581401,1.3921924
SZT2,ENSG00000198198,Gene Expression,False,1304,False,0.5166041455148278,0.15194235615692575,-0.82206976
PTPRF,ENSG00000142949,Gene Expression,False,2339,False,1.321823179213297,0.4262385028057935,-0.7151504
ATP6V0B,ENSG00000117410,Gene Expression,False,1066,False,0.5110711122605321,0.6472447640933073,1.5819949
CCDC24,ENSG00000159214,Gene Expression,False,1197,False,0.4696858421329564,0.12629882098393588,-0.94653654
ERI3,ENSG00000117419,Gene Expression,False,1662,False,0.7448178808526139,0.29052554722658125,-0.6219856
RPS8,ENSG00000142937,Gene Expression,False,1975,False,1.363991535106964,1.6455847566671757,1.2358391
EIF2B3,ENSG00000070785,Gene Expression,False,1615,False,0.7394890498108,0.3650717615008912,-0.395078
ZSWIM5,ENSG00000162415,Gene Expression,False,1894,False,1.0406538760266093,0.6575563701312481,0.017021462
TESK2,ENSG00000070759,Gene Expression,False,1433,False,0.9445365772509504,1.4165853141675468,1.7369424
PRDX1,ENSG00000117450,Gene Expression,False,1015,True,0.5222240923062067,0.9367841762500928,2.9873414
AKR1A1,ENSG00000117448,Gene Expression,False,1227,False,0.49126676564226046,0.1958637452185853,-0.60888714
NASP,ENSG00000132780,Gene Expression,False,1384,False,0.6230067046918821,0.45185856678740993,-0.13091181
GPBP1L1,ENSG00000159592,Gene Expression,False,2204,False,1.1667485915356512,0.3611267193226952,-0.84112877
IPP,ENSG00000197429,Gene Expression,False,1030,False,0.40753066460241105,0.2028365373509321,-0.5750431
MAST2,ENSG00000086015,Gene Expression,False,2250,False,1.3354890226941294,0.6350728274573931,-0.31109762
PIK3R3,ENSG00000117461,Gene Expression,False,1356,False,0.6110008035795745,0.43771542940317987,0.5649959
LRRC41,ENSG00000132128,Gene Expression,False,1230,False,0.47607933305528083,0.09903480882932945,-1.0788687
UQCRH,ENSG00000173660,Gene Expression,False,1180,False,0.5280113857956329,0.47276746028406114,0.735129
MKNK1,ENSG00000079277,Gene Expression,False,1146,False,0.4554257947966627,0.24581964426725794,-0.36641464
ATPAF1,ENSG00000123472,Gene Expression,False,1070,False,0.4161320253495984,0.14988216159911086,-0.8320694
EFCAB14,ENSG00000159658,Gene Expression,False,1590,False,0.6801302241376025,0.1386341081169836,-1.0843207
CYP4X1,ENSG00000186377,Gene Expression,False,1262,False,0.5814853198843356,0.6717483715843656,1.7009288
CYP4Z1,ENSG00000186160,Gene Expression,False,1033,True,0.9072757309487008,2.978636492045,5.276471
STIL,ENSG00000123473,Gene Expression,False,1273,False,0.7735089269491537,1.0594315494001194,1.7184504
CMPK1,ENSG00000162368,Gene Expression,False,1314,False,0.5408629548627257,0.20602454424004288,-0.55956936
SPATA6,ENSG00000132122,Gene Expression,False,1609,False,0.8579331675558939,0.9815166447760183,1.4812889
AGBL4,ENSG00000186094,Gene Expression,False,2260,False,2.2178419986775038,2.8694547691160697,1.6330009
FAF1,ENSG00000185104,Gene Expression,False,2575,False,2.171495951779966,1.0022454594501897,-0.761657
TTC39A,ENSG00000085831,Gene Expression,False,1318,False,0.5770849753629478,0.3699314073255635,0.23599048
EPS15,ENSG00000085832,Gene Expression,False,2113,False,1.1535296246914897,0.4909955885998871,-0.58985835
OSBPL9,ENSG00000117859,Gene Expression,False,2247,False,1.4218916638218595,1.0268918124226616,0.15044305
NRDC,ENSG00000078618,Gene Expression,False,2358,False,1.3167060949028577,0.3521455547499702,-0.8585055
TXNDC12,ENSG00000117862,Gene Expression,False,1172,False,0.4843652903192077,0.25726668949851544,-0.31085375
BTF3L4,ENSG00000134717,Gene Expression,False,1427,False,0.6154734348865,0.36418666346222456,0.20810704
ZFYVE9,ENSG00000157077,Gene Expression,False,1511,False,0.6983591044490175,0.41182672855782515,-0.2527628
TUT4,ENSG00000134744,Gene Expression,False,1978,False,1.0209274225821874,0.5247912427734142,-0.28381756
ZYG11B,ENSG00000162378,Gene Expression,False,1278,False,0.5361615093439066,0.24821143143923804,-0.35480553
ECHDC2,ENSG00000121310,Gene Expression,False,1922,False,0.9717675322729572,0.5416982739181698,-0.24550709
SCP2,ENSG00000116171,Gene Expression,False,1580,False,0.8151798173273685,0.9290086155657327,1.3214623
NDC1,ENSG00000058804,Gene Expression,False,1360,False,0.6595241415216591,0.49212700903746137,-0.008340642
TMEM59,ENSG00000116209,Gene Expression,False,1175,False,0.5538125232526563,0.6427383627136742,1.560122
SSBP3,ENSG00000157216,Gene Expression,False,1151,False,0.5999007201975272,0.7614445193320577,2.1362898
DHCR24,ENSG00000116133,Gene Expression,False,1537,False,0.7853309321815436,0.7467712229991514,0.7667586
USP24,ENSG00000162402,Gene Expression,False,2136,True,1.1859061683127126,2.842583159004587,3.9599948
PRKAA2,ENSG00000162409,Gene Expression,False,1442,False,0.645093360224891,0.3657920573084389,-0.39288554
MYSM1,ENSG00000162601,Gene Expression,False,1867,False,0.8490239586217603,0.23884503110096844,-0.7792935
FGGY,ENSG00000172456,Gene Expression,False,1551,False,0.7472001876152242,0.475326357741389,-0.059479337
HOOK1,ENSG00000134709,Gene Expression,False,1686,False,0.7450060913339864,0.23046257010930815,-0.80480844
NFIA,ENSG00000162599,Gene Expression,False,2441,False,2.664675140792478,2.9255142202225954,1.3023665
TM2D1,ENSG00000162604,Gene Expression,False,1702,False,0.7470423310479336,0.19823148335277327,-0.9029151
PATJ,ENSG00000132849,Gene Expression,False,2589,False,2.521289294797219,1.802690230964251,0.036978867
DOCK7,ENSG00000116641,Gene Expression,False,1826,False,0.8761626348711169,0.4052376959157193,-0.5547198
ALG6,ENSG00000088035,Gene Expression,False,1100,False,0.44664575885519,0.21265371339799094,-0.52739316
ITGB3BP,ENSG00000142856,Gene Expression,False,1721,False,0.8864340109129972,0.6280464826799637,-0.04984644
EFCAB7,ENSG00000203965,Gene Expression,False,1095,False,0.46393967468891995,0.36275964590887766,0.20118068
RAVER2,ENSG00000162437,Gene Expression,False,1026,False,0.4478545885479541,0.3861764066299054,0.31483933
JAK1,ENSG00000162434,Gene Expression,False,1638,False,0.8733491101408571,0.8406368834768108,0.4318726
AK4,ENSG00000162433,Gene Expression,False,1054,False,0.5324383822499076,0.7018418343158869,1.8469944
WDR78,ENSG00000152763,Gene Expression,False,1544,False,0.8832542228722665,1.1993289142551005,1.2446505
MIER1,ENSG00000198160,Gene Expression,False,1789,False,0.8074460235753727,0.27480327384950964,-0.6698419
SERBP1,ENSG00000142864,Gene Expression,False,1735,False,0.8484038632404747,0.6539541587883477,0.48423725
GNG12,ENSG00000172380,Gene Expression,False,1314,False,0.5801867804239664,0.36091728452801086,0.19223836
SRSF11,ENSG00000116754,Gene Expression,False,2371,False,1.3728579160874677,0.5561757286961551,-0.67535174
ANKRD13C,ENSG00000118454,Gene Expression,False,1808,False,0.8161579988340414,0.23540633982291703,-0.78976035
ZRANB2,ENSG00000132485,Gene Expression,False,2391,False,1.4051419182541414,0.5696272715710995,-0.65175325
SLC44A5,ENSG00000137968,Gene Expression,False,1486,False,1.0135240680477042,1.565743634879967,2.0749276
ACADM,ENSG00000117054,Gene Expression,False,1155,False,0.4848677669429966,0.4281221456621395,0.5184327
ST6GALNAC5,ENSG00000117069,Gene Expression,False,1002,True,0.8615655875470358,1.806284014880961,2.6199799
PIGK,ENSG00000142892,Gene Expression,False,1087,False,0.4776022642065279,0.37642746754942863,0.2675206
AC118549.1,ENSG00000036549,Gene Expression,False,2271,False,1.2426929042352368,0.47934982166048185,-0.6123906
USP33,ENSG00000077254,Gene Expression,False,1975,False,0.9681202749444103,0.39015926263184514,-0.5888868
MIGA1,ENSG00000180488,Gene Expression,False,1574,False,0.7134670776785141,0.35632794818559577,-0.42169288
FUBP1,ENSG00000162613,Gene Expression,False,1982,False,0.9387969507115242,0.21307548597652323,-0.9901496
TTLL7,ENSG00000137941,Gene Expression,False,1967,False,1.0889982857051328,0.7891423913119491,0.3151887
PRKACB,ENSG00000142875,Gene Expression,False,1651,False,0.9949997960679272,1.0788622347058183,0.97167915
SSX2IP,ENSG00000117155,Gene Expression,False,1400,False,0.5894829561316559,0.23680573708042338,-0.41016573
C1orf52,ENSG00000162642,Gene Expression,False,1111,False,0.4373167511076429,0.1735503523014702,-0.7171903
DDAH1,ENSG00000153904,Gene Expression,False,1713,False,0.8787367824488771,0.6428775128106158,-0.01624008
ZNHIT6,ENSG00000117174,Gene Expression,False,1531,False,0.6945953141720053,0.3568762099463874,-0.42002404
ODF2L,ENSG00000122417,Gene Expression,False,1395,True,0.8064631928849085,1.4814416498580398,3.0029867
SH3GLB1,ENSG00000097033,Gene Expression,False,1560,False,0.6750534343478464,0.25902228772793157,-0.7178769
SELENOF,ENSG00000183291,Gene Expression,False,1645,False,0.6985993977423445,0.19098067336360178,-0.9249855
HS2ST1,ENSG00000153936,Gene Expression,False,1764,False,0.8581492602808461,0.4907157609947619,-0.012636272
LMO4,ENSG00000143013,Gene Expression,False,1237,False,0.6447358328715731,0.9264877664696883,1.3137892
PKN2,ENSG00000065243,Gene Expression,False,2310,False,1.281438096556439,0.3406650209022366,-0.88071805
KYAT3,ENSG00000137944,Gene Expression,False,1036,False,0.42699242737945364,0.2779549627457362,-0.21043845
LRRC8B,ENSG00000197147,Gene Expression,False,1117,False,0.4883358571744917,0.36390548936931516,0.2067423
ZNF326,ENSG00000162664,Gene Expression,False,1811,False,0.835008226629511,0.37883824735222393,-0.35317487
ZNF644,ENSG00000122482,Gene Expression,False,2318,False,1.3342222200890728,0.7368693226242014,-0.114141695
TGFBR3,ENSG00000069702,Gene Expression,False,1131,True,0.9362537818246596,1.756659481786657,2.5075333
GLMN,ENSG00000174842,Gene Expression,False,1264,False,0.5399773174702275,0.2793154781736292,-0.20383486
RPAP2,ENSG00000122484,Gene Expression,False,2003,False,1.0039577655604193,0.38803699176043166,-0.59369576
EVI5,ENSG00000067208,Gene Expression,False,1992,False,1.1069190620483904,0.7740551105013214,-0.04219461
RPL5,ENSG00000122406,Gene Expression,False,2008,False,1.297390555917712,1.515978395806061,1.3932791
FAM69A,ENSG00000154511,Gene Expression,False,1137,False,0.5285730229370295,0.5032884725789257,0.8832698
MTF2,ENSG00000143033,Gene Expression,False,1808,False,0.8659599726698194,0.4477241099356921,-0.45844778
CCDC18,ENSG00000122483,Gene Expression,False,1536,False,1.0304858622278734,1.2110098974732615,1.271119
FNBP1L,ENSG00000137942,Gene Expression,False,2365,False,1.556173619773015,1.1415949329993393,0.351671
BCAR3,ENSG00000137936,Gene Expression,False,1563,False,0.7774916689601074,0.627257818130674,0.40297753
ARHGAP29,ENSG00000137962,Gene Expression,False,1609,False,0.9098482662213256,1.0169746419489851,0.831445
ABCD3,ENSG00000117528,Gene Expression,False,1932,False,0.9653054340965341,0.3748722906689566,-0.6235263
CNN3,ENSG00000117519,Gene Expression,False,1083,False,0.5265238832609553,0.6312057299602781,1.5041457
PTBP2,ENSG00000117569,Gene Expression,False,2334,False,1.4125755990358082,0.5001826612549616,-0.7735825
AGL,ENSG00000162688,Gene Expression,False,1711,False,0.9220737592298959,0.8568216294042337,0.46854642
SLC35A3,ENSG00000117620,Gene Expression,False,1416,False,0.5904640622949343,0.21755977953125732,-0.5035804
SASS6,ENSG00000156876,Gene Expression,False,1149,False,0.512569955782941,0.3534783255622789,0.15613165
TRMT13,ENSG00000122435,Gene Expression,False,1249,False,0.5048698059413859,0.23144457413271186,-0.43618736
DBT,ENSG00000137992,Gene Expression,False,1094,False,0.4260829453916035,0.13067946191913127,-0.92527413
RTCA,ENSG00000137996,Gene Expression,False,1060,False,0.4078607533011045,0.12984559584058095,-0.92932147
CDC14A,ENSG00000079335,Gene Expression,False,1694,True,1.3527334232793196,2.187135490213624,2.1859019
